borrower_age,income_bracket,marital_status,job_type,education_level,ethnicity,gender,country,loan_amount,credit_score,repayment_history,debt_to_income_ratio,borrower_risk
39,Medium,Single,Unemployed,Master,White,Male,UK,380403.7825,318.0711838,67.69767523,73.06840974,Low
28,Low,Widowed,Unemployed,PhD,Other,Male,Canada,361483.2808,574.5434083,49.72408479,91.80105101,High
65,Medium,Married,Part-time,Bachelor,White,Female,UK,4688.558821,630.3336461,9.399092942,91.18724848,Low
33,High,Single,???,Master,White,Male,Australia,255058.571,334.3638687,29.07223076,73.89458466,Low
50,Low,Single,Part-time,PhD,White,Female,India,70520.42171,696.6734571,98.3731854,19.78244288,High
26,Medium,Divorced,Self-employed,High School,Asian,Female,UK,433247.2883,426.7172893,96.07147517,84.33733207,Low
23,Low,Divorced,Part-time,Master,White,Female,UK,435921.3555,676.8607996,32.04868977,20.37760342,Medium
33,Medium,Married,Full-time,High School,Asian,Female,Australia,209754.5579,840.043427,99.62968042,74.28988141,Low
46,High,Single,Part-time,Associate,Other,Male,UK,222753.4136,680.1082285,84.55511955,68.56030665,Low
20,High,Single,Full-time,Master,Asian,Female,USA,152338.1868,785.7561791,61.09594994,75.88888501,Low
37,Low,Divorced,Part-time,High School,Other,Male,Australia,358586.5432,821.5091787,4.012462026,53.26856807,High
53,Medium,Single,Unemployed,Bachelor,Other,Female,USA,179972.0202,567.7130766,90.14468295,63.87261822,Medium
36,Low,Single,Self-employed,Bachelor,Asian,Male,Australia,134628.4448,686.2787387,55.74292793,95.33200804,Medium
43,Low,Single,Full-time,Associate,Black,Male,UK,216683.2987,768.5830895,86.84761512,10.10885942,Low
20,Medium,Divorced,Part-time,Master,Hispanic,Female,USA,46652.27168,496.1349021,83.44291199,30.88472748,High
36,Medium,Married,Part-time,Master,White,Female,UK,373554.9991,443.7685241,83.30062152,61.13570131,High
37,Medium,Widowed,Part-time,Master,Hispanic,Female,Australia,7285.604235,820.629215,69.81738607,96.40541301,Medium
49,High,Married,Unemployed,Associate,White,Male,UK,322598.0457,699.4669252,29.14151387,9.557444766,High
24,Low,Widowed,Unemployed,Master,White,Female,USA,92249.39885,420.8251734,33.61602577,2.254922153,Low
69,Low,Single,Full-time,Bachelor,Other,Female,USA,116969.6191,546.995866,30.84692126,5.574959847,Low
58,High,Married,Full-time,High School,White,Male,UK,318180.3673,738.0484732,2.004599953,5.240568646,High
50,Medium,Widowed,Unemployed,Bachelor,White,Female,Canada,496478.7894,600.884645,58.25689092,90.78158578,Low
57,High,Divorced,Full-time,Bachelor,Asian,Male,Australia,389081.027,657.473654,69.88336704,72.12579079,Medium
56,High,Divorced,Self-employed,High School,Hispanic,Female,Australia,113693.9765,714.5725111,85.38659935,67.71063662,Low
35,High,Married,Self-employed,Bachelor,Asian,Male,UK,88836.35277,642.1050538,14.01654334,52.25728203,High
57,Low,Married,Unemployed,Associate,White,Male,Canada,433250.2023,597.0436271,54.4183149,78.1952617,Medium
18,High,Single,Full-time,High School,Other,Female,USA,222647.79,712.2878564,0.800814067,15.56479928,Low
28,Low,Married,Part-time,Bachelor,Asian,Male,India,69389.34861,700.1596695,9.509364771,39.19411898,Medium
45,Low,Single,Self-employed,PhD,Asian,Female,India,431243.5002,646.4298201,5.421174421,49.00042508,High
42,Low,Single,Unemployed,Bachelor,Black,Female,UK,408230.0841,497.8841774,72.5478034,11.04094977,Low
67,Medium,Divorced,Full-time,Associate,White,Male,Canada,491969.2756,523.1966507,8.105956388,41.95137093,Low
40,Low,Divorced,Unemployed,Master,Other,Female,Canada,454962.0997,833.7412019,71.64529816,31.65017793,Medium
48,Low,Widowed,Part-time,Bachelor,Asian,Male,Australia,426043.379,361.8122628,24.96247044,3.558214579,Low
47,Medium,Divorced,Self-employed,Master,Asian,Male,USA,27234.62451,447.6777045,87.77129607,13.67354027,Low
59,Low,Divorced,Unemployed,PhD,Other,Male,Canada,53103.26938,570.8209676,81.31499884,76.40368232,Low
52,High,Married,Unemployed,Bachelor,White,Male,India,284922.614,760.2013274,95.78302175,1.80379095,Low
24,High,Divorced,Unemployed,High School,Black,Male,USA,266208.1439,390.0216151,88.37620155,93.42532991,High
33,Low,Widowed,Part-time,Master,Asian,Male,USA,229523.644,452.32504,93.33294191,8.642463245,Low
43,Medium,Married,Unemployed,PhD,Black,Male,UK,198997.8734,336.1890198,85.87423965,79.92380942,Medium
65,High,Widowed,Part-time,High School,Hispanic,Male,Canada,216174.0319,688.2918963,69.33819006,89.86165409,High
69,Medium,Divorced,Part-time,High School,White,Female,UK,285079.6691,431.0151895,17.02591521,94.11355849,Medium
66,Medium,Widowed,Part-time,High School,Hispanic,Female,Canada,2036.182282,513.7711129,27.17075189,86.74770235,Medium
19,High,Married,Self-employed,High School,Hispanic,Male,Australia,131093.6783,544.0357959,21.27269661,28.75500394,Medium
18,Medium,Single,Self-employed,Bachelor,Hispanic,Female,UK,259621.5806,790.2226646,60.35857877,33.30871313,High
65,High,Widowed,Unemployed,Bachelor,White,Female,UK,361385.8332,526.2316597,50.3619938,42.65456986,High
29,Medium,Widowed,Unemployed,Bachelor,White,Female,India,87904.18951,379.873761,86.70799972,13.92966894,High
22,High,Married,Self-employed,PhD,Other,Female,UK,273893.7057,588.3732161,95.26728665,2.227245507,Low
54,Low,Married,Full-time,PhD,Black,Female,Canada,357515.3823,829.6268971,40.48598896,86.91216143,Medium
49,High,Widowed,Self-employed,PhD,Black,Female,India,222869.2013,634.2271026,50.63505533,55.41287162,High
26,High,Divorced,Part-time,Associate,Other,Male,UK,14513.4857,840.8629713,97.15163568,60.87229422,Medium
58,High,Widowed,Self-employed,PhD,Other,Female,UK,225184.8111,762.6090199,27.62389416,92.69884748,High
52,High,Married,Part-time,Bachelor,Hispanic,Female,Australia,148925.999,319.7811659,79.23907754,66.51201781,High
36,Medium,Single,Unemployed,Bachelor,Other,Female,UK,464895.1542,662.1197775,22.52399023,69.08535043,High
65,Low,Single,Full-time,Associate,Asian,Female,USA,63182.07945,457.7217827,68.14601154,78.69686484,Medium
33,High,Divorced,Unemployed,Associate,Black,Male,India,326585.5018,607.7892706,25.36156276,11.63484499,Low
20,Medium,Widowed,Part-time,PhD,Other,Male,USA,27307.1634,453.639855,88.37333888,36.01621532,High
37,Low,Single,Part-time,Master,Asian,Male,India,223639.0485,491.8787291,56.14779437,96.82079277,High
41,Low,Widowed,Part-time,Associate,Asian,Male,Australia,277435.7641,807.7427915,18.59336409,92.29300781,High
50,Low,Married,Full-time,High School,Asian,Female,UK,149679.5107,413.6537517,22.43691757,88.40752963,Low
41,Low,Single,Self-employed,Bachelor,Asian,Male,UK,228082.7421,780.7600149,49.38491957,45.20885103,Medium
69,High,Divorced,Unemployed,High School,Hispanic,Male,UK,82613.34347,316.7517944,96.16020256,85.71929536,Medium
28,High,Married,Unemployed,Bachelor,Asian,Male,India,152757.8009,349.9820961,76.96421639,4.839588195,Medium
66,Medium,Divorced,Self-employed,Bachelor,Hispanic,Male,UK,310932.0561,770.0712728,48.83096428,14.85174243,Medium
25,Medium,Married,Unemployed,Associate,Hispanic,Female,USA,151598.2279,646.805817,33.77191446,41.39676985,High
53,Medium,Single,Full-time,Associate,Asian,Male,UK,449971.7961,710.9798759,54.92684933,48.33920667,Low
55,Low,Divorced,Unemployed,High School,Black,Female,Australia,314575.0719,415.179719,74.83608334,26.35071535,High
57,Low,Divorced,Part-time,Bachelor,Asian,Male,USA,219885.8602,595.3959006,78.39285885,35.64766708,Low
37,High,Married,Self-employed,High School,Asian,Female,UK,20339.71084,705.470573,32.46087981,16.2776101,Medium
52,Low,Divorced,Full-time,Master,Asian,Female,UK,250274.6193,645.0227754,72.11592682,48.91340317,Low
65,Low,Married,Self-employed,High School,Black,Male,Canada,382623.3448,559.4343218,65.778878,79.38432929,High
42,Low,Married,Full-time,PhD,White,Male,India,133513.2414,827.8810825,95.9112292,66.13603937,High
52,Medium,Married,Part-time,High School,White,Male,USA,403580.0113,671.8865334,93.10902905,10.77922474,Medium
42,Medium,Married,???,PhD,Hispanic,Male,Canada,126651.5763,799.2629401,78.93793256,48.75816034,High
46,High,Single,Unemployed,PhD,Hispanic,Female,Australia,412049.4476,701.3737814,72.33946889,69.76463828,High
35,Low,Married,Full-time,PhD,Black,Female,India,43548.90246,704.5049407,27.40415897,52.98952966,Low
63,Low,Widowed,Self-employed,Master,Other,Male,USA,433225.6707,344.0100484,84.59652561,39.16755965,High
35,High,Divorced,Unemployed,High School,White,Male,UK,250094.039,497.705542,42.75057037,62.19144213,Medium
19,Low,Widowed,Self-employed,High School,Hispanic,Female,USA,148972.2572,772.1031737,27.22405425,96.86386653,Medium
52,Low,Single,Self-employed,Master,White,Male,UK,133291.512,427.9321242,38.4160758,9.490790977,High
33,Medium,Widowed,Self-employed,Bachelor,Black,Female,India,216573.2689,363.5282264,83.593549,39.00160607,Medium
58,High,Divorced,Full-time,Associate,Black,Male,UK,499525.6996,479.3583312,14.86332156,40.6605853,Low
53,High,Widowed,Unemployed,High School,Other,Female,Australia,110943.3693,421.2408367,45.61587411,57.69673105,Low
50,High,Single,Part-time,Associate,Other,Female,UK,52505.10779,808.9085071,49.23575945,15.21746019,High
21,High,Married,Full-time,Master,Black,Female,Australia,292932.5492,777.3816531,3.66296976,17.66430299,High
50,Medium,Widowed,Full-time,Bachelor,Hispanic,Female,India,244782.6908,574.8257767,19.57460295,28.5361386,Low
31,Medium,Single,Full-time,Bachelor,White,Female,India,262573.9393,333.739131,82.67424286,95.58700433,Medium
38,Low,Single,Part-time,Bachelor,Asian,Male,USA,333800.7734,693.0092904,83.07673886,73.41085812,High
65,Low,Divorced,Unemployed,Master,Other,Female,Australia,134304.8909,642.8764522,29.24150839,66.16933017,High
37,Low,Divorced,Unemployed,PhD,Asian,Male,Australia,455421.8327,833.8050689,87.48972346,81.69576874,Medium
25,Low,Widowed,Unemployed,PhD,Hispanic,Female,Canada,218400.361,607.4242821,77.17829391,12.75764689,High
24,Medium,Married,Self-employed,Associate,Other,Female,Canada,65414.01138,485.0165479,41.79074838,85.93328197,Medium
20,High,Single,Self-employed,PhD,Asian,Male,Canada,371407.0796,585.4619315,74.84063444,59.48327139,Medium
34,Medium,Widowed,Self-employed,PhD,Hispanic,Male,UK,321909.072,838.5948103,96.13346312,33.53290075,Medium
50,Low,Single,Part-time,Bachelor,White,Male,Canada,158555.9578,682.9993379,45.89697181,81.58552557,Medium
65,Medium,Single,Self-employed,Bachelor,Hispanic,Male,Australia,311137.8433,669.5868759,23.8427179,80.25645343,Medium
29,High,Married,Part-time,Associate,Other,???,UK,110711.1162,432.3748743,94.18165001,84.57085817,Low
68,High,Married,Unemployed,High School,Black,Male,India,222974.8403,708.9813847,60.37442886,11.55179001,Medium
39,Medium,Widowed,Self-employed,Associate,White,Female,USA,449806.8486,712.6495062,10.52651625,96.9361245,Low
39,Medium,Married,Self-employed,Associate,Asian,Male,Canada,67633.58235,474.5089411,57.26828159,95.96261538,Medium
63,Medium,Married,Full-time,Master,Other,Male,India,193961.5285,566.0426078,50.05808894,35.74696455,High
47,Low,Widowed,Part-time,Master,Black,Female,Australia,410750.0699,462.0318331,85.55888941,6.589401821,Low
55,Medium,Married,Unemployed,Associate,Hispanic,Female,USA,484775.9588,442.2877887,53.06951898,16.70556695,High
55,Medium,Divorced,Full-time,Associate,Black,Male,India,227509.1421,314.2428386,25.52324343,99.28308254,Medium
62,Medium,Single,Full-time,Associate,Other,Female,USA,253992.8105,456.8664596,67.56440639,56.30129432,Medium
68,High,Single,Unemployed,PhD,Other,Female,Canada,286513.8089,604.6834724,54.25754525,35.66217988,High
25,High,Single,Full-time,Master,Black,Female,Australia,466241.7227,300.8806532,23.30446283,28.82026939,Medium
44,Low,Single,Part-time,Associate,Hispanic,Female,USA,429245.1887,455.7704961,57.36278579,25.69917353,High
44,Low,Widowed,Part-time,Bachelor,Black,Female,India,86129.96119,784.7756828,82.15355779,66.41527651,Medium
51,High,Single,Self-employed,Bachelor,Other,Female,Canada,218942.1511,626.5067218,2.857091772,41.93878315,Medium
38,High,Single,Full-time,PhD,Other,Female,Canada,232536.2137,634.3245532,63.08510386,96.54106994,Low
47,High,Single,Self-employed,PhD,Asian,Female,India,394758.9597,521.8503678,34.95851958,68.38430306,High
50,Medium,Single,Full-time,High School,Asian,Male,India,301843.5484,672.0596789,29.26714458,79.2044591,Medium
45,Medium,Divorced,Part-time,High School,White,Female,USA,327456.0106,404.4630214,39.25877504,29.27415486,High
64,High,Single,Part-time,High School,Other,Male,UK,499101.7539,750.3107457,34.20226642,7.918640911,Low
50,Medium,Divorced,Part-time,PhD,Asian,Female,Canada,38405.06169,364.179016,83.22391067,48.78228374,High
22,Medium,Widowed,Full-time,PhD,Black,Female,USA,112281.9019,660.8007451,27.47978108,31.45815465,Low
65,Low,Married,Part-time,PhD,Hispanic,Female,India,204540.0727,487.6321292,73.31530231,20.2083165,High
36,High,Single,Full-time,Bachelor,Black,Female,USA,174543.4191,711.1321338,9.405982023,95.26421308,High
21,High,Married,Self-employed,PhD,Hispanic,Male,India,11801.13511,602.3705032,95.13963725,44.39882143,Low
52,Medium,Married,Full-time,Bachelor,Asian,Male,Australia,46797.02563,548.7941712,62.23166372,17.4708592,Medium
66,High,Widowed,Self-employed,High School,White,Female,India,340795.6924,393.1823212,70.6718577,19.86506527,Medium
34,Low,Married,Full-time,High School,Black,Male,India,439782.9072,650.2518054,29.80393321,28.07097425,Medium
61,Low,Divorced,Self-employed,High School,Black,Female,India,257599.2786,836.1234139,41.20965687,99.93162682,High
45,Low,Married,Part-time,Associate,Black,Female,UK,270056.3487,754.0818837,22.37783863,26.80115005,High
47,High,Married,Self-employed,Associate,Hispanic,Male,India,128291.623,333.0045059,93.25360858,32.88018046,Medium
46,High,Married,Part-time,Master,Asian,Male,Canada,384170.3055,506.9261581,48.81044471,65.9328128,High
63,High,Single,Part-time,Master,Black,Female,Canada,376145.4991,809.0706551,63.04481157,29.39613764,High
23,High,Single,Self-employed,Master,Black,Female,USA,294594.4789,576.6740612,73.42720305,21.58042511,Medium
52,High,Divorced,Full-time,Associate,White,Male,UK,107119.479,664.1615042,37.11060911,15.86371866,Low
58,Low,Divorced,Full-time,Associate,White,Female,USA,49412.0909,801.9296401,72.01016545,31.2682665,High
54,Medium,Single,Unemployed,Master,Asian,Male,Canada,33055.04935,780.5870797,67.59924898,10.59156896,High
41,Low,Divorced,Full-time,Master,Asian,Female,Canada,296755.3373,576.0012065,70.56593339,1.864658641,High
46,High,Single,Unemployed,PhD,Other,Female,Australia,412692.6243,540.7054665,48.92299002,80.46416973,High
66,Low,Widowed,Full-time,Master,White,Male,India,429306.8855,486.8309402,38.29373823,13.78949424,Low
63,High,Married,Full-time,PhD,Other,Male,Canada,232347.4151,695.4606937,22.20821882,77.59768498,Medium
48,High,Married,Part-time,Bachelor,Hispanic,Male,USA,392351.3784,457.8427397,82.46263528,79.7542479,High
52,Low,Divorced,Unemployed,Associate,Other,Female,USA,473493.218,437.4381835,60.83500465,53.79195263,Medium
50,High,Single,Full-time,Master,Black,Female,India,138309.8861,495.937442,44.43521961,30.96819583,High
69,Medium,Single,Unemployed,Associate,Other,Female,India,199582.2128,397.4682813,94.39959067,14.50327337,Low
38,High,Divorced,Part-time,Associate,Asian,Female,Australia,465808.0173,682.3158988,4.783881251,73.68051067,Medium
49,Medium,Single,Part-time,Associate,Hispanic,Male,UK,169777.2527,638.9323571,85.01719452,60.1386986,Low
40,Medium,Widowed,Unemployed,Bachelor,Black,Female,USA,457024.2689,565.5831938,99.75825929,65.54534565,High
50,High,Married,Part-time,High School,Other,Female,India,490541.3863,514.6791786,88.69421109,0.866908985,Low
20,Low,Divorced,Self-employed,Master,Hispanic,Female,USA,331243.5536,799.9843986,81.04365856,92.75170157,Low
35,Medium,Divorced,Self-employed,High School,Hispanic,Male,India,408628.2545,316.0180817,37.43059934,6.629018745,High
42,Low,Single,Part-time,High School,Black,Female,Canada,375023.2365,723.0092589,23.13141823,36.68058851,High
59,Medium,Divorced,Self-employed,High School,Other,Female,USA,350067.5946,796.0502645,73.48505205,40.27116497,Medium
48,High,Widowed,Full-time,Associate,Hispanic,Male,Canada,154158.6054,545.4950187,30.45753663,0.13555245,High
20,High,Single,Unemployed,PhD,Hispanic,Female,USA,29490.07462,602.8797703,17.60396822,49.70893094,Medium
57,Medium,Single,Full-time,Associate,White,Female,UK,172182.8145,819.4550283,78.65258871,75.28089945,Low
63,High,Single,Unemployed,Associate,Hispanic,Male,Australia,333801.0566,416.7526334,31.25436522,82.32686531,Low
41,Medium,Single,Part-time,High School,White,Female,Canada,52162.06992,586.0741663,91.44417295,87.93969933,Medium
67,High,Widowed,Full-time,Associate,Other,Female,India,6947.073506,561.0966199,84.06326448,48.77188683,High
49,Low,Single,Part-time,High School,Other,Female,UK,70706.49393,442.1159563,84.76403295,63.06361905,High
64,High,Divorced,Part-time,PhD,Other,Male,USA,358152.2273,750.2262767,77.15697261,7.95197133,Low
39,Low,Widowed,Unemployed,Master,Asian,Female,Canada,486424.0571,794.7803271,88.08814238,48.80382243,Medium
40,High,Married,Unemployed,High School,Other,Female,USA,491549.2851,730.0629189,80.57468922,15.48157549,Low
19,Low,Married,Unemployed,PhD,Hispanic,Male,USA,247495.5954,407.4474285,60.25113636,36.96431176,Low
44,High,Divorced,Full-time,Master,Black,Male,USA,434806.7982,347.7117495,29.58227186,32.93053129,High
59,Low,Divorced,Self-employed,Bachelor,White,Female,Australia,368676.4014,632.9944669,88.82091932,42.35405772,Medium
19,Medium,Widowed,Unemployed,High School,Asian,Female,Australia,251019.0783,331.4021183,84.06036228,57.1636618,Low
43,Medium,Married,Unemployed,High School,Other,Female,India,286807.5059,670.0542387,47.28793222,90.28766471,High
34,Low,Married,Full-time,Bachelor,Other,Female,Canada,69476.34616,591.7333212,3.9078686,39.44846313,Low
57,High,Married,Unemployed,Bachelor,Black,Male,UK,468893.0688,664.532153,63.85437274,98.11311957,Low
50,Low,Married,Full-time,High School,Black,???,UK,176612.9556,624.5939255,5.059685368,75.90280481,High
26,High,Married,Part-time,Bachelor,Asian,Male,UK,223628.479,532.4864132,92.62799618,51.14810468,High
60,Medium,Single,Unemployed,Associate,White,Male,USA,336158.4553,410.4824491,96.16312566,64.40264371,Medium
65,High,Divorced,Unemployed,Master,Other,Female,Australia,167617.3333,468.1361747,18.94901459,10.22241711,Low
56,Medium,Single,Part-time,Master,Asian,Female,Canada,127875.3213,588.4753158,67.63893781,84.45215313,Medium
46,High,Married,Part-time,Master,Hispanic,Male,USA,315893.6472,658.5274515,9.226900456,58.23574551,High
59,High,Widowed,Part-time,Associate,Hispanic,Male,Australia,13467.05706,728.7156593,72.95169286,98.60674802,High
43,High,Widowed,Unemployed,Bachelor,Asian,Female,Australia,360641.8309,721.9438951,34.72876662,63.64287438,Low
52,Low,Married,Self-employed,PhD,Other,Male,Canada,257497.6616,834.9788088,68.10501117,83.41115833,Medium
67,Low,Married,Self-employed,Bachelor,Asian,Female,Canada,303271.1115,457.2127968,37.28765092,79.97627428,Medium
42,Medium,Widowed,Self-employed,High School,Other,Female,Canada,316308.1995,339.1108895,14.55675098,34.54611515,Low
41,Medium,Single,Unemployed,Master,Black,Male,USA,263998.0281,490.1113145,40.61099805,25.96106252,Low
30,Low,Single,Part-time,Bachelor,Asian,Male,India,291684.3549,708.8119614,11.26735266,43.04935834,Medium
24,Medium,Married,Unemployed,PhD,Other,Female,Canada,342210.3122,540.9614081,57.6883275,46.72413444,High
53,Low,Single,Part-time,High School,Asian,Male,India,376806.3047,749.7836368,4.095153215,24.00847019,High
62,High,Widowed,Unemployed,Associate,Asian,Female,USA,363998.7433,602.1295009,52.73196796,89.45978734,Low
37,Medium,Single,Unemployed,Associate,Other,Female,India,434938.6124,811.3854474,88.63686471,54.25478623,Medium
18,Medium,Married,Part-time,PhD,Other,Female,UK,95532.27315,821.3248931,83.78732701,97.84443922,Medium
25,Low,Widowed,Self-employed,High School,White,Male,India,201172.8368,338.1174783,88.27816996,81.0017778,Medium
63,Medium,Single,Part-time,Master,Asian,Female,Canada,473950.2369,551.0273918,92.20488021,55.57048604,High
33,Medium,Divorced,Full-time,Bachelor,Hispanic,Female,USA,198898.6966,635.3289837,10.45278879,94.70402781,High
31,High,Widowed,Full-time,High School,Asian,Female,Canada,63310.16838,440.7298974,12.87472029,50.48748151,Medium
29,Medium,Widowed,Part-time,Associate,Asian,Female,UK,263197.1181,523.8922287,55.70068063,88.71065125,Medium
68,High,Divorced,Unemployed,PhD,Other,Female,Canada,55635.9953,672.7248476,89.39726684,35.81447812,Low
40,Low,Divorced,Full-time,PhD,Asian,Female,Canada,102223.7661,424.7038248,97.43494565,37.86423834,Low
32,Medium,Widowed,Full-time,Bachelor,Asian,Female,Canada,499161.0595,631.0897441,4.626191734,41.8130683,Medium
45,High,Divorced,Unemployed,PhD,Hispanic,Female,Australia,271139.9566,683.5963055,35.57740842,54.66256459,Medium
51,Low,Married,Unemployed,PhD,Other,Female,UK,142745.1361,349.7729711,21.28942547,55.34902702,High
19,Medium,Married,Self-employed,High School,Asian,Female,Canada,497392.7023,573.6411238,75.59658489,49.63989217,Medium
49,Low,Married,Unemployed,Master,Black,Female,Canada,483312.9004,444.6940165,64.01938685,30.60009736,Low
40,Medium,Widowed,Part-time,Bachelor,White,Male,Canada,220928.7815,698.4124958,11.98880315,92.72064648,High
39,Low,Divorced,Part-time,High School,Hispanic,Female,USA,130941.1513,404.2555297,48.35220674,58.85860973,Low
68,Low,Divorced,Self-employed,Master,Asian,Female,Australia,419361.4194,790.7308535,68.54405224,40.77392162,Low
42,High,Single,Full-time,High School,Black,Female,USA,358094.7378,537.0177351,77.90053939,65.11769607,High
39,Low,Single,Full-time,High School,Asian,Male,Australia,343783.7761,408.9016667,2.005270978,76.79667578,Low
39,Medium,Divorced,Unemployed,PhD,Asian,Female,Canada,446663.7569,540.911988,89.0469574,96.07280882,Medium
66,Medium,Divorced,Part-time,Master,Other,Male,UK,345019.1498,524.8090695,56.9281383,49.95491623,Low
69,High,Divorced,Full-time,Bachelor,Other,Female,India,142615.1736,535.9054277,81.1909115,11.20985104,High
59,Medium,Widowed,Self-employed,Bachelor,Other,Female,India,347237.7178,622.0587114,80.793803,44.07658014,High
23,Medium,Divorced,Self-employed,Master,Black,Male,Canada,153600.9421,586.6455487,18.98526603,47.89705615,High
32,Medium,Single,Part-time,PhD,Asian,Female,USA,379860.2508,382.3774224,11.01721203,89.69940782,Low
60,Low,Widowed,Self-employed,Associate,White,Male,UK,310254.1794,336.06849,72.1287269,39.48007685,Medium
54,Low,Divorced,Self-employed,High School,Hispanic,Male,Australia,39628.36444,701.1784968,15.64269188,95.33242649,High
50,Medium,Single,Part-time,PhD,Other,Female,Canada,256904.8459,607.8445898,84.99374914,48.51319077,Medium
25,High,Widowed,Unemployed,Master,Other,Female,UK,172307.1836,497.4504224,72.61894839,97.3780501,High
61,Low,Divorced,Unemployed,High School,Asian,Female,UK,164956.7457,744.5968024,84.18253644,0.819832113,Medium
61,High,Divorced,Self-employed,Bachelor,Asian,Female,Australia,301525.8949,513.4321608,29.90126796,89.88153748,Medium
22,Medium,Divorced,Unemployed,Associate,Black,Male,UK,161840.0874,737.7807993,31.65980604,93.11204519,Medium
56,Medium,Widowed,Unemployed,Bachelor,Black,Male,USA,388669.9804,468.1658701,67.12215563,96.10209358,High
21,Low,Single,Self-employed,Master,Other,Female,USA,36324.92657,340.0649136,3.144595506,1.307653417,Low
23,Medium,Single,Unemployed,High School,Asian,Male,USA,330533.7379,812.9518316,72.64967463,17.17008366,Low
62,Low,Married,Self-employed,Master,White,Male,UK,404788.207,517.0031211,83.57830709,65.37645031,Low
49,Medium,Divorced,Full-time,High School,Hispanic,Female,USA,336743.0133,735.9809151,41.51635866,2.547269174,Medium
69,Medium,Married,Part-time,PhD,Asian,Male,Australia,249117.3683,453.5292733,76.48788301,6.360899618,High
47,Low,Married,Part-time,Associate,Asian,Male,UK,475203.1999,655.5008117,17.4610917,22.10788737,Medium
64,Low,Single,Unemployed,PhD,Black,Female,India,150669.3064,780.3209803,32.22603938,51.24397687,High
52,Low,Widowed,Unemployed,PhD,Hispanic,Male,UK,10564.77587,322.9042123,97.43049631,54.59025593,Medium
57,Medium,Widowed,Unemployed,Master,Other,Female,Australia,216562.6964,756.8496706,98.63281736,3.426112279,High
69,Medium,Single,Part-time,Associate,Asian,Male,India,17472.95601,614.2331527,51.2605053,17.03672508,High
33,High,Widowed,Full-time,High School,Other,Female,UK,477014.4395,634.1094646,93.42697915,49.97056733,High
30,Low,Married,Full-time,High School,Asian,Male,USA,105749.1048,587.7369004,52.27306781,59.39406209,Medium
67,Medium,Divorced,Part-time,Bachelor,Other,Male,Canada,394674.585,780.9613068,29.15881282,14.84016965,Low
59,Medium,Single,Full-time,High School,Hispanic,Female,Canada,387511.4695,323.8883465,26.68992881,39.88414119,Medium
47,Low,Divorced,Part-time,Master,Black,Female,USA,109646.7209,443.5656153,92.95057054,90.44014365,Medium
36,High,Widowed,Full-time,PhD,Hispanic,Female,Canada,310992.0387,781.6693964,17.2446389,99.8899287,High
34,Low,Divorced,Self-employed,PhD,White,Female,Canada,24991.40527,713.7901364,57.96324582,98.72144548,High
36,High,Widowed,Self-employed,PhD,Black,Male,USA,242303.7183,309.7048381,55.55250681,88.16745103,Low
45,Medium,Widowed,Part-time,Associate,Hispanic,Male,USA,8308.916509,584.3534558,73.96216847,39.46600879,Low
43,High,Married,Full-time,High School,White,Male,UK,460650.7962,591.2649744,49.92429075,68.65742921,High
54,Medium,Widowed,Unemployed,Master,Asian,Female,UK,488066.9261,520.4851743,27.22856607,41.65922278,Low
43,Low,Married,Full-time,Associate,Asian,Male,USA,111919.1006,463.5663326,16.93964996,64.85270268,Low
40,Low,Married,Self-employed,Bachelor,Other,Male,Australia,104844.9113,674.9486677,62.08188035,30.9432471,High
26,Low,Married,Self-employed,Master,Black,Female,Canada,377106.3681,414.2847556,71.89907569,60.62022536,Medium
29,High,Single,Full-time,Master,Asian,Female,UK,127436.32,739.4217091,56.95212787,52.37584966,Low
18,Medium,Single,Full-time,Master,Black,Male,Canada,447643.203,741.6704384,73.83512771,2.448026581,High
18,Low,Widowed,Unemployed,PhD,Asian,Female,India,287390.6389,528.3937907,14.15212024,79.07029037,Low
64,Low,Married,Unemployed,Master,Other,Male,USA,176038.0339,455.951406,88.24701949,1.189783225,Low
51,Medium,Single,Full-time,High School,Hispanic,Male,Australia,416514.1794,456.1329999,58.23955084,29.31559423,High
49,Low,Married,Full-time,Master,Other,Female,India,247209.9435,565.2602282,12.68439269,0.592406545,Low
65,Medium,Divorced,Full-time,PhD,White,Male,India,455904.8239,695.7685736,46.19252042,37.62014133,Low
42,Medium,Divorced,Full-time,Master,Asian,Female,India,464079.1041,497.37778,84.47917379,6.316052816,Low
57,Medium,Divorced,Part-time,Bachelor,White,Female,USA,83544.65591,635.52384,89.75621935,91.35109668,Medium
62,Medium,Widowed,Full-time,Bachelor,White,Male,UK,2159.37966,510.3664533,26.4649505,41.56792952,Medium
18,Medium,Married,Unemployed,PhD,Black,???,USA,491981.5391,467.487754,71.12658247,45.94957749,Low
33,High,Divorced,Self-employed,High School,Asian,Male,UK,453162.6305,313.6727338,9.998524748,34.98502361,High
56,Low,Single,Part-time,High School,White,Female,India,28667.17262,302.1527582,3.354587141,62.75061542,Low
22,High,Divorced,Full-time,Associate,Hispanic,Male,India,416684.0977,424.9642228,56.03989538,78.44081166,Low
39,Low,Divorced,Self-employed,PhD,White,Female,Australia,229444.6613,523.5234577,69.48275793,64.8146743,Medium
46,High,Divorced,Part-time,Master,Hispanic,Female,UK,130221.8409,768.193642,79.57867312,74.82071184,Medium
